current_plan,total_movies,avg_change,avg_shipping_delay,lowest_10pct_movies_in_plan,no_reported_scratched,no_reported_missing,moved_last_10_months,avg_movie_rating,age_60_plus,hddvd_request,referral,churn,validation
2,31,-1,1,0,0,0,0,4.15,1,0,1,1,0
1,22,-4,2,1,2,0,0,3.92,0,0,0,1,0
1,37,-3,0,0,2,0,0,3.8899999999999997,0,0,0,1,0
2,36,-2,1,0,2,0,0,3.85,0,0,0,1,0
5,35,-3,0,0,3,0,0,3.99,0,0,0,1,0
3,36,-5,0,1,0,0,0,3.83,0,0,1,1,0
3,42,-4,0,0,0,0,0,3.95,0,0,0,1,0
3,48,2,0,0,1,0,0,4.140000000000001,0,0,0,1,0
4,36,-4,2,0,0,1,0,3.99,0,0,0,1,0
3,36,-3,0,0,0,1,0,4.1,1,0,1,1,0
3,32,-2,1,1,2,0,0,3.76,0,1,1,1,0
1,35,-3,0,0,2,0,0,4.029999999999999,0,0,0,1,0
2,27,3,0,0,0,0,0,3.9,0,0,0,1,0
4,42,-1,0,0,2,1,0,3.95,0,0,0,1,0
2,36,-4,0,0,0,0,0,3.67,0,0,0,1,0
2,37,1,0,0,1,0,0,4.029999999999999,1,0,1,1,0
1,19,-2,1,0,1,1,0,3.96,0,0,0,1,0
5,25,-3,0,0,0,0,1,4.2,0,0,0,1,0
7,34,-4,2,0,0,0,0,3.98,0,0,0,1,0
4,34,3,0,0,1,1,0,4.21,0,0,1,1,0
3,28,-1,0,0,1,0,0,4.109999999999999,0,0,0,1,0
2,35,-2,1,0,0,0,0,3.76,0,0,0,1,0
4,43,-3,1,0,1,0,0,4.109999999999999,0,1,0,1,0
3,37,-4,0,0,0,0,0,4.24,0,0,0,1,0
4,38,-2,0,1,0,0,0,3.94,0,0,0,1,0
4,46,-5,0,1,1,0,0,4.34,0,0,0,1,0
4,34,0,0,0,1,1,0,4.05,0,0,0,1,0
4,30,-3,0,0,0,1,1,4.05,0,0,0,1,0
3,40,-4,0,0,1,2,0,3.91,0,1,0,1,0
1,31,-4,1,0,1,0,0,3.83,0,0,1,1,0
5,30,-3,0,1,2,0,0,4.1899999999999995,0,0,0,1,0
4,41,-3,0,0,0,0,0,4.1,1,0,0,1,0
2,43,2,0,0,1,2,0,3.87,0,0,0,1,0
3,35,-4,1,0,1,0,0,4.32,0,0,0,1,0
4,29,-2,0,1,0,0,1,3.87,0,0,0,1,0
3,38,3,0,1,0,0,0,4.16,0,0,1,1,0
4,32,-4,0,0,0,1,0,4.0,0,0,0,1,0
3,21,0,0,1,1,0,0,3.87,1,0,0,1,0
3,36,0,0,0,1,0,0,3.8,0,0,0,1,0
4,28,-1,1,0,0,1,0,3.99,1,0,0,1,0
3,45,3,1,0,1,0,0,4.05,1,0,0,1,0
3,31,2,1,0,0,0,0,3.87,0,0,1,1,0
4,24,-5,0,0,0,0,1,4.07,0,0,0,1,0
3,37,-3,0,0,0,0,0,3.98,0,0,0,1,0
3,35,0,0,0,0,0,0,3.9699999999999998,0,0,0,1,0
4,37,0,0,0,0,0,0,4.140000000000001,1,0,0,1,0
3,29,-2,3,0,0,0,0,3.94,0,0,0,1,0
4,32,-2,1,0,2,1,0,4.02,0,0,0,1,0
4,24,0,1,0,1,0,0,4.26,0,0,0,1,0
3,37,-1,0,0,0,0,0,4.0,0,0,0,1,0
2,33,0,0,0,0,2,0,4.0600000000000005,0,0,0,1,0
2,29,-2,0,0,0,1,0,4.140000000000001,0,1,0,1,0
3,31,-1,1,0,0,1,0,3.71,1,0,0,1,0
2,38,1,0,0,2,0,0,3.92,1,0,0,1,0
4,32,-3,0,0,3,0,1,3.92,0,0,1,1,0
2,37,4,2,0,1,0,0,3.96,0,0,1,1,0
4,34,-2,0,0,1,1,1,4.26,0,0,0,1,0
2,38,1,0,0,1,1,0,4.0600000000000005,0,0,0,1,0
4,34,-2,0,0,0,0,0,3.79,1,0,0,1,0
3,39,1,0,0,0,1,0,4.16,0,0,0,1,0
4,41,-2,0,0,2,0,1,3.92,0,1,0,1,0
4,35,0,0,1,0,0,0,3.9,0,0,1,1,0
2,43,-1,0,0,0,0,0,3.83,0,0,0,1,0
3,32,-6,0,0,0,0,0,4.07,0,0,0,1,0
4,36,-2,2,0,1,0,1,4.07,0,0,0,1,0
5,34,-4,0,0,1,0,0,3.83,0,0,0,1,0
1,33,0,0,1,2,0,0,4.0,0,0,0,1,0
3,25,-1,1,0,0,0,0,4.33,0,0,0,1,0
2,39,-4,0,0,3,0,0,4.029999999999999,0,0,0,1,0
3,26,3,0,0,0,1,0,3.9699999999999998,0,1,0,1,0
1,20,0,0,0,0,0,0,4.26,0,0,1,1,0
4,34,-1,0,1,1,0,1,3.92,0,0,0,1,0
4,43,-1,1,0,2,0,0,3.96,0,0,0,1,0
3,40,-4,0,0,0,0,0,4.01,0,0,1,1,0
2,32,1,0,0,0,0,0,3.94,0,0,0,1,0
3,38,-1,0,1,1,0,0,3.94,0,1,0,1,0
3,37,-1,1,0,0,1,0,4.01,0,0,0,1,0
3,30,-4,0,0,2,0,0,3.8600000000000003,0,0,0,1,0
4,37,-1,0,0,1,0,0,4.09,1,0,0,1,0
5,41,1,0,0,1,0,0,4.0600000000000005,1,0,0,1,0
2,28,-1,1,1,3,0,0,4.12,0,0,0,1,0
3,37,-2,0,1,0,0,0,3.99,0,0,0,1,0
6,32,-3,0,1,0,0,0,4.140000000000001,0,0,1,1,0
1,38,-2,1,1,1,0,0,4.05,0,0,0,1,0
3,46,1,2,0,0,0,0,3.83,0,1,0,1,0
7,25,-3,1,0,1,0,0,3.8600000000000003,0,0,0,1,0
2,30,1,0,0,0,0,0,4.12,0,0,0,1,0
1,34,-5,2,0,0,0,0,4.16,1,0,1,1,0
1,38,-1,0,1,0,0,0,4.029999999999999,0,1,0,1,0
3,37,1,0,0,3,2,0,3.9,0,1,1,1,0
3,26,-4,0,0,0,0,0,4.09,0,0,0,1,0
3,49,0,1,0,0,0,0,4.109999999999999,0,0,0,1,0
2,42,-4,0,0,2,0,0,3.95,0,0,0,1,0
6,42,-2,0,0,1,0,0,3.7,0,0,0,1,0
2,29,-3,1,0,2,1,0,4.15,1,0,0,1,0
3,31,-7,0,0,0,0,1,4.0,0,1,1,1,0
5,24,-4,0,0,0,1,0,3.92,0,0,0,1,0
2,33,-4,0,0,2,0,0,4.02,1,0,0,1,0
4,24,-2,2,0,0,0,0,4.18,0,0,0,1,0
1,21,-2,3,0,0,1,1,4.01,0,0,0,1,0
2,33,-6,1,0,2,1,0,4.12,1,0,0,1,0
3,30,-1,0,0,1,0,0,4.15,0,0,1,1,0
5,39,0,0,0,1,1,0,4.15,0,0,0,1,0
5,26,-2,0,0,0,0,1,4.16,0,0,0,1,0
2,35,-1,0,0,0,2,0,4.01,0,1,0,1,0
5,23,2,0,1,1,0,0,3.95,0,0,1,1,0
3,28,-4,1,0,2,1,0,3.96,0,0,0,1,0
3,29,-2,0,1,0,1,0,3.96,1,0,1,1,0
1,30,-2,0,0,0,1,0,4.08,0,1,0,1,0
2,36,-2,2,0,1,1,0,4.05,0,0,0,1,0
5,24,-3,0,0,0,0,0,4.25,0,1,0,1,0
2,31,0,0,0,2,0,0,3.98,0,0,1,1,0
3,24,-4,0,0,1,0,0,3.9699999999999998,1,0,0,1,0
3,35,-6,2,1,1,0,0,3.91,0,0,1,1,0
3,37,-4,0,0,0,0,1,4.15,0,0,0,1,0
4,24,0,1,0,0,2,0,3.8899999999999997,0,1,1,1,0
3,27,-3,0,0,0,0,0,4.34,0,0,1,1,0
3,33,-4,2,0,2,0,0,3.92,0,0,0,1,0
4,28,-4,1,0,1,1,0,3.9699999999999998,0,1,0,1,0
3,25,-3,1,1,1,1,0,4.02,0,1,0,1,0
2,38,-3,0,0,2,0,1,4.1899999999999995,1,0,1,1,0
2,26,-1,0,0,0,1,0,4.02,0,0,0,1,0
3,23,-1,1,1,0,0,0,4.07,0,0,0,1,0
3,28,2,0,0,0,0,0,4.24,0,0,0,1,0
2,36,0,1,0,1,0,0,3.74,0,0,0,1,0
3,37,-4,0,0,3,1,0,4.279999999999999,0,1,1,1,0
8,43,-2,1,1,0,0,0,4.07,0,0,0,1,0
2,23,-2,2,0,0,0,0,4.35,0,0,0,1,0
3,37,0,1,1,1,0,0,4.04,0,0,1,1,0
2,28,-1,1,0,1,0,0,3.99,1,1,1,1,0
3,40,-3,2,0,1,0,0,4.08,0,0,0,1,0
3,26,-4,1,0,1,1,0,3.98,0,0,0,1,0
3,33,-1,0,0,1,0,0,4.09,0,1,1,1,0
3,30,-2,0,0,2,0,0,4.04,0,0,0,1,0
3,46,-3,1,0,2,0,0,3.99,0,0,0,1,0
2,27,-3,0,0,1,0,0,3.8899999999999997,1,0,0,1,0
2,36,-3,0,1,3,1,0,4.029999999999999,0,0,0,1,0
3,34,-3,0,0,0,0,0,3.6799999999999997,0,0,1,1,0
4,35,-2,0,0,1,0,0,3.81,0,0,0,1,0
2,25,-4,0,0,0,1,1,3.8899999999999997,0,1,0,1,0
4,30,2,1,0,0,0,0,3.98,0,0,0,1,0
3,33,-4,1,1,0,0,1,4.2,0,0,0,1,0
6,40,-3,0,1,0,1,0,4.02,0,0,0,1,0
3,35,-3,0,1,1,0,0,4.140000000000001,0,0,0,1,0
2,33,-3,0,0,2,0,0,4.01,0,0,0,1,0
3,27,-3,0,0,1,1,0,4.02,0,1,0,1,0
3,32,-6,0,0,1,0,0,3.94,0,0,0,1,0
5,23,-1,1,0,2,0,0,4.140000000000001,0,0,1,1,0
3,36,-3,0,0,0,2,1,3.8,0,0,1,1,0
3,34,-4,0,0,1,0,0,3.99,0,0,1,1,0
5,43,-3,1,0,1,1,0,4.15,0,1,0,1,0
5,31,-4,1,0,0,0,0,3.77,0,0,1,1,0
4,45,-4,0,0,1,0,0,3.85,1,0,0,1,0
2,43,-2,0,1,1,0,0,3.8,0,0,0,1,0
8,37,-1,0,0,0,0,0,4.029999999999999,0,0,0,1,0
2,36,0,0,0,1,1,0,4.27,0,0,0,1,0
3,45,0,1,0,0,1,0,4.08,0,0,0,1,0
2,31,-2,0,0,0,0,0,3.99,0,0,0,1,0
1,36,-4,1,0,1,0,0,4.13,1,0,0,1,0
2,37,0,0,1,2,1,0,4.0,0,0,1,1,0
2,35,-1,1,0,0,0,0,3.94,0,0,0,1,0
3,31,-3,0,1,1,1,0,4.01,0,0,1,1,0
4,38,-2,2,0,1,0,0,3.94,1,0,0,1,0
5,38,-1,1,0,1,0,0,4.04,0,0,0,1,0
2,34,0,1,1,0,0,1,4.05,0,0,0,1,0
3,32,1,0,1,2,0,0,4.29,0,1,0,1,0
2,28,-2,0,0,1,0,0,4.17,1,0,1,1,0
3,41,-4,0,0,1,0,0,3.8,0,0,0,1,0
3,26,-4,1,0,0,0,0,4.07,0,0,0,1,0
4,31,-5,0,0,1,0,0,3.8899999999999997,0,0,0,1,0
4,34,0,1,0,0,0,0,4.12,0,0,0,1,0
3,36,0,0,0,1,0,0,3.9699999999999998,0,0,0,1,0
2,26,-4,1,0,1,2,0,3.9299999999999997,0,0,0,1,0
5,37,-4,0,1,0,0,0,4.15,1,0,0,1,0
6,30,1,1,0,0,1,0,4.140000000000001,0,0,0,1,0
6,25,-4,0,1,1,0,0,4.0,0,0,0,1,0
4,37,-4,1,1,1,0,0,4.02,0,0,0,1,0
2,30,-5,0,0,1,0,0,4.07,0,0,1,1,0
1,42,-3,0,1,0,1,0,4.15,0,1,1,1,0
5,24,-5,1,1,0,1,1,4.27,0,0,0,1,0
5,38,-4,0,0,0,0,0,3.81,0,0,0,1,0
4,43,-2,0,0,1,2,0,3.98,0,0,1,1,0
5,40,-3,0,0,0,0,1,4.23,1,0,1,1,0
4,36,0,0,0,0,0,0,4.029999999999999,0,1,0,1,0
3,39,-4,0,0,0,0,0,4.13,0,0,1,1,0
2,31,2,2,0,0,0,0,3.87,0,0,0,1,0
4,37,-1,0,0,0,0,0,3.8,1,0,0,1,0
3,36,-4,0,0,1,0,0,4.23,0,0,0,1,0
3,33,-4,0,0,0,0,0,4.21,0,0,0,1,0
2,19,0,0,1,0,0,0,4.140000000000001,0,0,0,1,0
5,34,-1,1,0,0,0,0,4.24,1,0,0,1,0
1,28,-1,1,1,2,1,0,3.99,0,1,0,1,0
2,51,2,0,0,0,0,0,4.04,0,0,0,1,0
2,29,-1,2,0,1,1,0,4.12,1,0,1,1,0
3,30,-3,0,0,0,0,0,3.73,0,0,0,1,0
4,28,-5,0,0,3,0,0,4.18,0,0,1,1,0
3,30,-1,0,0,0,0,1,3.83,0,0,1,1,0
3,48,-3,3,1,0,0,0,4.15,0,0,0,1,0
1,26,-6,1,0,0,1,0,4.05,0,0,0,1,0
3,40,-3,0,0,0,1,0,3.98,0,1,0,1,0
2,24,-1,0,0,1,0,0,3.9,0,0,1,1,0
2,37,-3,0,1,2,0,0,4.0600000000000005,0,0,1,1,0
1,26,-4,0,0,2,0,0,4.2,1,0,0,1,0
2,37,-4,1,0,1,0,0,3.88,0,0,0,1,0
5,27,-1,0,0,0,0,0,3.92,1,0,0,1,0
2,30,0,2,0,4,0,0,3.99,0,1,0,1,0
1,42,-4,0,1,1,2,0,4.140000000000001,0,0,0,1,0
3,39,-3,1,0,1,0,1,4.3,0,0,0,1,0
1,22,-4,0,0,2,1,1,4.109999999999999,1,0,0,1,0
4,28,-2,0,0,1,0,0,4.07,0,0,0,1,0
4,35,-1,2,1,1,0,0,3.91,0,0,0,1,0
1,40,-3,0,0,0,1,0,4.15,0,0,0,1,0
2,40,1,0,0,0,1,0,4.140000000000001,1,0,0,1,0
2,38,2,2,0,1,0,0,4.18,0,0,0,1,0
4,44,-2,3,0,1,0,0,4.1899999999999995,1,0,0,1,0
4,31,1,0,0,3,0,1,4.17,0,0,1,1,0
3,38,-3,0,0,0,0,0,3.7,0,0,0,1,0
3,36,-3,2,0,2,0,0,3.99,0,1,0,1,0
2,36,1,0,0,1,1,0,4.15,0,0,1,1,0
3,30,-6,0,0,0,2,0,3.87,1,1,0,1,0
2,28,-1,0,0,1,0,0,4.08,0,1,0,1,0
5,36,-3,1,0,2,1,1,4.1,0,0,0,1,0
1,25,-4,2,0,1,0,0,4.1899999999999995,0,0,1,1,0
3,39,5,1,1,2,0,0,3.67,1,0,0,1,0
1,33,1,2,0,2,0,0,3.76,0,1,0,1,0
6,30,0,1,0,2,0,1,4.08,1,0,0,1,0
3,38,-3,1,0,1,1,0,3.96,0,0,0,1,0
4,34,6,2,1,0,0,1,3.94,0,0,0,1,0
5,35,-2,0,1,1,1,0,3.9699999999999998,0,0,0,1,0
2,35,-3,1,0,1,0,0,4.220000000000001,0,0,0,1,0
3,47,1,1,0,1,0,0,4.02,0,0,0,1,0
1,44,-4,0,1,2,0,0,4.02,0,1,0,1,0
3,30,0,0,0,0,1,0,4.17,0,0,0,1,0
1,34,3,0,0,0,0,0,3.77,0,1,0,1,0
3,34,2,2,0,0,0,0,4.02,0,0,0,1,0
4,37,-2,0,1,3,0,0,4.34,0,1,0,1,0
3,34,-4,0,0,1,0,0,4.08,0,0,1,1,0
2,37,-3,1,1,1,0,1,4.24,0,0,0,1,0
4,29,-4,4,0,0,2,0,4.05,0,0,0,1,0
2,40,0,0,0,1,0,0,4.01,0,0,0,1,0
6,27,-4,0,0,0,0,0,4.12,0,0,0,1,0
6,38,-1,0,0,2,0,0,4.24,0,0,0,1,0
2,28,-1,0,0,0,0,1,4.05,0,0,1,1,0
3,34,0,2,0,1,0,0,4.02,0,0,0,1,0
5,44,0,0,1,1,0,0,4.12,0,0,0,1,0
5,33,1,0,0,1,1,0,4.1899999999999995,0,0,1,1,0
1,43,-2,1,0,0,0,0,3.73,0,0,1,1,0
6,35,3,0,0,1,0,1,4.390000000000001,0,0,1,1,0
5,53,-4,0,1,0,1,0,4.04,0,0,0,1,0
4,26,2,0,0,0,1,0,4.0,0,0,0,1,0
1,32,0,1,0,1,0,1,4.1899999999999995,0,1,0,1,0
3,35,-3,0,0,1,0,0,4.029999999999999,1,1,1,1,0
3,34,-4,1,1,0,0,0,4.07,0,0,1,1,0
2,45,-2,0,0,0,0,1,4.16,0,1,1,1,0
6,29,-2,1,1,0,0,0,3.99,0,0,0,1,0
6,20,1,0,1,0,1,0,3.87,0,0,1,1,0
5,35,-4,0,1,1,2,1,4.25,0,0,1,1,0
3,30,-3,2,0,1,0,0,3.99,0,1,0,1,0
3,35,0,1,0,2,1,0,3.87,0,0,0,1,0
4,35,0,1,0,0,1,0,3.76,0,0,0,1,0
5,36,-3,2,0,2,0,0,4.09,0,0,0,1,0
3,37,1,1,0,1,0,0,3.77,1,0,1,1,0
5,32,-1,1,0,1,0,0,4.029999999999999,0,0,0,1,0
2,38,-4,0,0,1,0,0,3.98,0,0,0,1,0
4,31,-4,0,1,2,1,0,3.9299999999999997,0,0,1,1,0
1,44,-3,1,0,1,1,0,3.74,0,0,0,1,0
2,42,0,0,0,3,1,0,3.99,1,0,0,1,0
4,37,-4,0,0,0,2,0,3.8899999999999997,0,0,0,1,0
4,34,-1,2,0,3,1,0,4.109999999999999,1,0,0,1,0
2,31,-1,1,1,0,1,0,4.08,0,0,1,1,0
4,41,-4,1,0,0,0,1,3.8899999999999997,0,0,1,1,0
4,32,-3,0,0,1,1,0,3.9299999999999997,0,0,1,1,0
7,35,-3,0,1,1,0,0,4.17,0,0,0,1,0
4,39,0,1,0,0,0,1,4.43,1,0,0,1,0
3,36,-2,0,0,1,0,0,3.91,0,1,0,1,0
4,25,-4,0,0,1,0,0,4.109999999999999,0,0,0,1,0
4,32,-1,0,0,0,0,0,4.12,0,0,0,1,0
2,27,1,0,1,0,0,0,4.0600000000000005,1,0,0,1,0
4,35,1,0,0,1,0,0,4.0,0,0,0,1,0
3,33,-3,1,1,0,0,0,4.07,1,0,1,1,0
3,39,-3,1,0,0,0,1,4.279999999999999,0,0,1,1,0
1,39,-5,2,0,2,0,0,4.26,0,0,0,1,0
5,33,-1,1,0,0,0,0,4.109999999999999,0,0,0,1,0
2,39,-3,1,0,1,0,0,4.04,0,0,0,1,0
2,35,-3,0,0,1,0,1,4.12,0,0,0,1,0
3,33,-3,0,0,2,0,0,4.23,0,0,0,1,0
3,31,-5,0,0,0,0,0,3.9699999999999998,0,0,0,1,0
4,29,-2,0,0,0,0,0,4.32,0,0,0,1,0
4,35,-3,0,0,0,0,0,4.21,0,0,1,1,0
5,27,-3,2,1,1,1,0,4.18,0,0,0,1,0
4,31,-5,0,1,1,0,1,4.13,0,0,1,1,0
3,37,-2,0,0,1,0,0,4.08,0,0,0,1,0
5,33,-3,1,0,0,0,0,4.01,0,0,0,1,0
4,25,2,0,0,5,1,0,3.9699999999999998,0,0,0,1,0
4,30,0,0,0,0,0,0,3.9699999999999998,0,0,0,1,0
4,34,0,0,0,2,0,0,4.05,0,0,0,1,0
5,41,-1,0,0,1,1,0,4.16,0,0,0,1,0
4,39,-3,0,0,0,0,0,4.09,0,0,1,1,0
2,35,-3,1,0,0,0,1,3.94,0,1,0,1,0
5,28,-1,0,1,0,0,0,4.09,0,0,0,1,0
4,40,-1,0,0,2,0,0,4.21,0,0,0,1,0
1,27,-7,2,0,1,2,0,4.12,1,0,0,1,0
5,40,-1,0,0,0,0,0,4.25,0,0,0,1,0
4,33,-2,1,0,0,0,0,4.2,0,0,0,1,0
5,37,-4,0,0,1,0,0,4.23,0,0,0,1,0
1,41,-4,0,0,0,0,1,3.9,0,0,1,1,0
5,44,-1,1,0,2,1,0,4.109999999999999,0,0,0,1,0
2,34,-3,0,0,2,0,0,4.18,0,0,0,1,0
5,28,-4,0,0,0,0,0,4.09,0,0,0,1,0
3,32,-2,2,0,0,0,0,4.12,0,0,0,1,0
3,37,-5,0,0,0,0,0,4.27,0,0,0,1,0
1,30,-4,0,0,2,1,1,3.98,0,0,0,1,0
3,30,-3,1,0,0,0,0,4.07,0,0,1,1,0
2,40,-3,0,0,0,0,0,4.07,0,0,0,1,0
5,42,-6,1,0,1,0,0,4.02,0,1,1,1,0
1,30,4,4,0,0,0,0,3.99,0,0,0,1,0
3,41,-4,0,0,1,0,0,3.99,1,0,0,1,0
3,35,-6,1,1,0,0,0,3.94,0,0,0,1,0
4,29,-2,0,0,1,0,0,4.0,0,0,0,1,0
3,32,0,1,0,1,0,0,3.99,1,0,0,1,0
3,36,-3,1,0,0,0,0,3.9699999999999998,1,0,0,1,0
3,31,1,0,0,0,0,1,3.99,1,0,0,1,0
4,35,-4,1,1,1,0,0,4.04,1,0,0,1,0
4,41,-4,2,0,0,0,0,4.0600000000000005,0,0,0,1,0
3,28,0,0,0,0,1,1,4.17,0,0,1,1,0
2,32,0,0,0,1,1,0,4.24,0,0,0,1,0
1,30,-1,0,0,0,0,0,3.81,0,1,0,1,0
4,30,-3,0,1,1,0,0,3.8600000000000003,0,0,1,1,0
4,31,-4,2,0,1,1,1,3.92,0,0,0,1,0
6,20,-4,1,1,0,1,0,3.95,0,0,0,1,0
4,44,-2,1,1,1,1,0,3.9699999999999998,0,0,0,1,0
3,38,-2,0,0,2,1,0,4.2,0,0,0,1,0
2,32,0,0,0,0,0,0,4.279999999999999,0,0,0,1,0
6,35,0,1,0,2,2,0,3.87,0,0,0,1,0
3,35,-2,1,0,1,0,0,4.029999999999999,0,0,0,1,0
3,32,-1,1,0,1,1,0,4.08,0,1,0,1,0
5,34,-5,1,0,1,1,1,4.02,0,0,0,1,0
2,34,0,1,0,2,0,0,3.98,0,0,0,1,0
7,44,1,0,0,0,1,0,3.95,0,0,0,1,0
6,44,0,0,0,1,0,0,4.029999999999999,1,0,0,1,0
2,39,1,1,0,1,1,0,3.79,0,1,0,1,0
3,30,1,1,0,0,1,0,3.9699999999999998,0,1,0,1,0
2,32,-2,0,0,3,2,1,4.029999999999999,0,1,0,1,0
2,39,-1,0,0,1,1,0,4.359999999999999,0,0,1,1,0
4,28,1,0,0,1,1,1,3.91,0,0,0,1,0
3,33,-5,0,0,0,0,0,4.08,0,0,0,1,0
5,41,-4,0,1,0,0,0,4.1899999999999995,0,0,0,1,0
4,28,-3,0,0,1,0,0,4.09,0,0,1,1,0
3,43,0,0,0,2,0,0,4.05,0,0,0,1,0
1,35,-1,0,0,2,1,0,4.32,0,0,0,1,0
4,35,-1,0,0,2,0,1,3.9699999999999998,1,0,1,1,0
5,35,-2,1,1,1,0,0,4.07,1,1,0,1,0
1,36,1,0,0,1,1,0,3.8899999999999997,0,0,1,1,0
2,30,-1,1,0,2,1,1,4.27,0,1,0,1,0
6,31,0,2,0,0,0,0,4.109999999999999,0,0,0,1,0
3,32,-5,1,0,1,0,0,4.01,0,0,0,1,0
2,29,-2,0,1,0,0,0,3.85,1,0,1,1,0
2,41,-3,1,0,0,0,0,3.75,0,0,1,1,0
4,32,-2,0,0,2,0,0,3.9,0,0,0,1,0
6,37,-3,2,0,0,0,0,4.16,0,0,0,1,0
2,37,-3,0,0,1,0,0,4.029999999999999,0,0,0,1,0
3,28,-3,1,0,0,2,0,4.16,0,0,0,1,0
3,30,-4,1,0,1,0,0,3.95,0,0,1,1,0
2,35,-3,0,0,1,0,0,4.16,0,0,0,1,0
4,34,-2,0,0,0,1,1,3.8600000000000003,0,0,0,1,0
4,26,1,0,0,1,0,0,3.94,0,0,0,1,0
3,32,-4,0,0,0,0,0,3.87,0,0,0,1,0
2,33,-3,1,0,0,0,0,4.140000000000001,0,1,0,1,0
7,35,-1,0,1,3,0,0,4.07,0,0,0,1,0
2,35,-4,0,0,0,1,0,4.140000000000001,0,1,1,1,0
3,43,-6,0,0,0,0,0,3.73,0,0,0,1,0
3,31,0,0,1,0,0,0,4.1,1,0,1,1,0
2,41,0,0,0,3,1,0,3.81,0,0,0,1,0
3,33,0,2,0,1,1,0,4.24,0,0,0,1,0
4,27,-4,0,0,0,1,0,4.24,0,1,0,1,0
3,33,-1,1,0,0,0,0,3.98,0,0,1,1,0
3,42,-5,0,1,1,0,0,4.12,0,0,0,1,0
6,38,-2,0,0,1,0,0,4.0,1,0,0,1,0
1,37,-1,3,0,0,0,1,4.13,0,0,0,1,0
3,37,-6,0,0,1,0,0,3.9699999999999998,0,0,1,1,0
6,34,-2,1,0,1,1,0,4.0,0,1,0,1,0
7,27,-1,0,1,1,2,1,4.46,0,0,1,1,0
2,30,-4,0,0,0,1,1,4.109999999999999,0,1,0,1,0
5,31,-2,0,0,0,0,0,4.18,0,0,0,1,0
4,29,-1,0,0,0,1,0,4.25,0,0,0,1,0
3,37,-2,1,0,1,1,0,4.12,0,0,0,1,0
4,31,-6,0,1,3,0,0,4.109999999999999,1,0,0,1,0
2,28,1,0,0,2,0,0,4.16,0,0,0,1,0
2,44,2,0,0,0,0,0,4.15,0,0,1,1,0
3,33,-4,0,1,0,0,0,4.220000000000001,0,0,0,1,0
3,28,-3,1,0,1,2,0,3.94,0,0,0,1,0
2,42,-4,0,0,1,1,0,3.95,0,0,0,1,0
2,40,-1,0,0,3,0,0,3.94,0,0,0,1,0
6,35,-4,0,0,0,0,0,3.95,0,0,0,1,0
4,37,-1,3,0,1,0,0,4.109999999999999,0,0,1,1,0
3,36,-5,1,0,0,0,0,3.99,1,1,0,1,0
2,45,0,0,0,0,0,0,4.29,0,0,0,1,0
4,33,-4,1,0,0,0,0,3.99,0,0,0,1,0
6,32,-3,0,0,0,0,0,3.95,0,0,1,1,0
7,38,-2,2,0,0,0,0,3.98,0,0,0,1,0
5,31,1,2,0,1,0,0,3.9,0,1,0,1,0
4,36,2,1,0,1,1,0,4.1899999999999995,0,0,0,1,0
4,33,-1,1,0,1,0,0,4.3100000000000005,0,0,1,1,0
4,27,-5,1,0,0,1,0,3.99,0,0,1,1,0
3,36,0,0,0,1,0,0,4.17,0,1,0,1,0
4,32,-2,0,1,0,1,0,4.01,0,1,0,1,0
2,32,-4,0,0,2,1,0,4.09,0,0,0,1,0
3,31,-3,0,0,0,1,0,4.21,1,0,0,1,0
5,40,0,0,0,0,0,0,3.96,1,0,1,1,0
1,27,-3,0,1,1,0,0,3.96,0,0,0,1,0
3,45,-5,1,0,0,1,0,3.79,0,0,0,1,0
2,28,-2,1,0,0,0,0,3.9299999999999997,0,0,0,1,0
2,30,-5,0,0,0,1,0,3.83,1,0,0,1,0
4,39,-3,2,0,1,0,0,4.0600000000000005,0,0,0,1,0
3,35,0,1,0,1,0,0,4.21,0,0,0,1,0
5,27,-2,2,0,1,0,0,4.05,0,0,1,1,0
4,48,-2,0,1,1,0,0,3.9699999999999998,0,0,0,1,0
3,26,-4,0,1,0,1,0,4.16,0,0,0,1,0
4,33,-6,1,0,1,1,0,4.07,0,0,0,1,0
1,37,-3,2,0,1,0,0,4.21,0,0,0,1,0
4,41,-5,0,0,0,1,0,4.109999999999999,0,0,0,1,0
3,36,-2,2,1,1,0,0,3.79,1,0,0,1,0
4,29,-1,1,0,1,0,1,4.18,0,0,0,1,0
3,34,3,0,0,1,0,0,4.3100000000000005,1,0,0,1,0
5,45,2,0,0,1,0,0,4.02,1,0,0,1,0
1,27,2,1,1,0,0,0,4.02,0,0,0,1,0
3,38,-1,2,0,0,0,0,3.76,0,0,0,1,0
2,39,-6,1,0,0,0,0,4.01,0,0,0,1,0
3,26,1,2,0,0,0,1,3.83,0,1,1,1,0
2,44,-7,0,0,0,0,0,3.94,0,0,0,1,0
4,35,-2,0,0,1,0,0,4.15,0,0,0,1,0
5,44,-2,0,0,0,0,0,3.8,0,0,0,1,0
5,34,-2,1,0,1,0,1,4.05,0,0,0,1,0
5,36,1,0,1,0,0,0,4.12,0,0,0,1,0
8,21,-1,2,0,1,0,0,4.09,0,1,0,1,0
4,31,-4,0,0,3,0,0,3.9,0,0,0,1,0
4,28,-4,0,0,2,0,0,4.02,0,1,1,1,0
5,38,-6,0,0,1,0,0,3.66,0,0,0,1,0
